movie_id,title,description
1641,"Full Monty, The (1997)","Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara."
1394,Raising Arizona (1987),A Russian poet and his interpreter travel to Italy to research the life of an 18th-century composer.
3534,28 Days (2000),No description available
104,Happy Gilmore (1996),"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run."
2735,"Golden Child, The (1986)",No overview found.
1431,Beverly Hills Ninja (1997),No description available
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",No description available
1079,"Fish Called Wanda, A (1988)",No description available
2997,Being John Malkovich (1999),A scientist discovers dinosaurs on a remote plateau in Mongolia.
1615,"Edge, The (1997)",A couple of slackers find an antique dagger and manage to free the gorgeous female warrior that was imprisoned in it by an evil spell. An evil sorcerer is not happy by this turn of events and determines to possess both the blade and the warrior through a sacrificial ceremony. The two heroes manage to rescue the damsel in distress and defeat the wizard and his minions by employing skills mastered through hours of video game play.
1291,Indiana Jones and the Last Crusade (1989),No description available
653,Dragonheart (1996),"In this highly influential silent horror film, the mysterious Count Orlok (Max Schreck) summons Thomas Hutter (Gustav von Wangenheim) to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen (Greta Schroeder). After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock (Alexander Granach), prepares for his master to arrive at his new home."
2167,Blade (1998),No description available
1580,Men in Black (1997),"Two men murder a man for the thrills, and proceed to invite his family and friends to their apartment. However, a shrewd professor begins to suspects them."
3619,"Hollywood Knights, The (1980)",No description available
1049,"Ghost and the Darkness, The (1996)","Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart."
1261,Evil Dead II (Dead By Dawn) (1987),No description available
552,"Three Musketeers, The (1993)",An endearing light comedy about a woman who spontaneously becomes a resident of Venice after her family left her behind. While enjoying the wonderful people she meets she achieves a new life and the first time independent of her family.
1266,Unforgiven (1992),"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him."
733,"Rock, The (1996)",No description available
1378,Young Guns (1988),"In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality."
1379,Young Guns II (1990),"Outcast by his co-workers and living alone, Koistinen is a security guard who works the night shift in a luxury shopping mall in Helsinki. But when icy blonde Mirja approaches him, the lonely Koistinen falls helplessly for her, unaware she is manipulating him for her criminal boyfriend."
3552,Caddyshack (1980),No description available
1304,Butch Cassidy and the Sundance Kid (1969),No description available
2470,Crocodile Dundee (1986),"In 1931, a young soldier deserts from the army and falls into a country farm, where he is welcomed by the owner due to his political ideas. Manolo has four daughters, Fernando likes all of them and they like him, so he has to decide which one to love."
3168,Easy Rider (1969),Four separate-but-interconnected stories - one for each season - about life in Sardinia.
2617,"Mummy, The (1999)","It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family."
3671,Blazing Saddles (1974),No description available
2871,Deliverance (1972),No description available
2115,Indiana Jones and the Temple of Doom (1984),Cleveland siblings rise with a rock band while coping with personal problems.
1136,Monty Python and the Holy Grail (1974),No description available
2081,"Little Mermaid, The (1989)",No description available
2951,"Fistful of Dollars, A (1964)",No description available
1214,Alien (1979),No description available
1036,Die Hard (1988),No description available
3702,Mad Max (1979),No description available
2366,King Kong (1933),No description available
1387,Jaws (1975),"The final 17 years of American singer and musician Karen Carpenter, performed almost entirely by modified Barbie dolls."
